Customer_Key;Geography;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;YearlyIncome;TotalChildren;EnglishEducation;EnglishOccupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CommuteDistance;ChildrenAtHome;Tenure;Tenure Category
14840;277;Autumn;Zhu;23/10/1977;S;F;autumn13@adventure-works.com;30000;0;Partial College;Clerical;0;1;5115 Meadowbrook Court;;1 (11) 500 555-0193;25/08/2007;2-5 Miles;0;223;Experto
16453;271;Mayra;Chandra;9/04/1977;S;F;mayra1@adventure-works.com;30000;0;Partial College;Clerical;0;1;8614 Lagoon Court;;1 (11) 500 555-0133;12/10/2007;2-5 Miles;0;221;Experto
16458;132;Michele;Ruiz;19/12/1976;S;F;michele37@adventure-works.com;30000;0;Partial College;Clerical;0;1;Pascalstr 24;;1 (11) 500 555-0158;28/09/2007;2-5 Miles;0;222;Experto
16460;277;Jodi;Xu;17/11/1976;S;F;jodi5@adventure-works.com;30000;0;Partial College;Clerical;0;1;6594 Bent Tree Lane;;1 (11) 500 555-0139;17/12/2007;2-5 Miles;0;219;Experto
16469;188;Michele;Tang;19/11/1975;S;F;michele4@adventure-works.com;30000;0;Partial College;Clerical;1;1;70, place du Tertre;;1 (11) 500 555-0161;18/10/2007;2-5 Miles;0;221;Experto
18029;155;Carmen;Malhotra;18/12/1977;S;F;carmen8@adventure-works.com;30000;0;Partial College;Clerical;1;1;Hellweg 4534;;1 (11) 500 555-0174;27/02/2008;2-5 Miles;0;217;Experto
18038;207;Kelli;Kumar;18/05/1975;S;F;kelli30@adventure-works.com;30000;0;Partial College;Clerical;0;1;76, rue Pierre-Demoulin;;1 (11) 500 555-0175;11/02/2006;2-5 Miles;0;241;Experto
18045;134;Toni;Arun;13/04/1973;S;F;toni6@adventure-works.com;30000;0;Partial College;Clerical;1;1;Am Gallberg 6726;;1 (11) 500 555-0192;11/06/2007;2-5 Miles;0;225;Experto
19381;222;Brandi;Romero;12/01/1975;S;F;brandi9@adventure-works.com;30000;0;Partial College;Clerical;0;1;21, cours Mirabeau;;1 (11) 500 555-0131;24/03/2007;2-5 Miles;0;228;Experto
19509;131;Nancy;Suri;19/01/1976;S;F;nancy5@adventure-works.com;30000;0;Partial College;Clerical;0;1;Marketplatz 5292;;1 (11) 500 555-0119;5/05/2008;2-5 Miles;0;214;Experto
19515;207;Nancy;Garcia;17/02/1975;S;F;nancy18@adventure-works.com;30000;0;Partial College;Clerical;1;1;872, rue Mazagran;;1 (11) 500 555-0150;29/09/2007;2-5 Miles;0;222;Experto
20947;245;Marie;Alvarez;8/06/1976;S;F;marie28@adventure-works.com;30000;0;Partial College;Clerical;1;1;1504 Conifer Court;;1 (11) 500 555-0115;28/07/2008;2-5 Miles;0;212;Experto
20955;208;Dawn;Pal;12/03/1975;S;F;dawn36@adventure-works.com;30000;0;Partial College;Clerical;0;1;51, rue de la Cavalerie;;1 (11) 500 555-0152;5/06/2008;2-5 Miles;0;213;Experto
21126;196;Kaitlin;Gonzalez;7/11/1975;S;F;kaitlin17@adventure-works.com;30000;0;Partial College;Clerical;0;1;534, rue des Grands Champs;;1 (11) 500 555-0117;24/10/2007;2-5 Miles;0;221;Experto
21127;209;Crystal;Zheng;25/07/1975;S;F;crystal20@adventure-works.com;30000;0;Partial College;Clerical;1;1;34334, rue Jean Mermoz;;1 (11) 500 555-0171;15/02/2008;2-5 Miles;0;217;Experto
22541;151;Stefanie;Martinez;26/12/1973;S;F;stefanie15@adventure-works.com;30000;0;Partial College;Clerical;0;1;Im Himmelsweg 27;;1 (11) 500 555-0120;31/10/2007;2-5 Miles;0;221;Experto
22542;201;Teresa;Alvarez;8/10/1974;S;F;teresa5@adventure-works.com;30000;0;Partial College;Clerical;1;1;57bis, boulevard du Montparnasse;;1 (11) 500 555-0139;26/04/2008;2-5 Miles;0;215;Experto
22706;132;Andy;Ruth;26/04/1976;S;F;andy2@adventure-works.com;30000;0;Partial College;Clerical;1;1;KurfŸrstenstr 5444;;856-555-0100;19/07/2008;2-5 Miles;0;212;Experto
22707;171;Haley;Russell;19/01/1976;S;F;haley39@adventure-works.com;30000;0;Partial College;Clerical;0;1;Pascalstr 7;;1 (11) 500 555-0119;12/02/2008;2-5 Miles;0;217;Experto
22712;184;Monique;Romero;6/02/1974;S;F;monique5@adventure-works.com;30000;0;Partial College;Clerical;0;1;16, rue des Grands Champs;;1 (11) 500 555-0145;22/04/2008;2-5 Miles;0;215;Experto
23748;211;Yolanda;Pal;16/02/1978;S;F;yolanda11@adventure-works.com;30000;0;Partial College;Clerical;0;1;19, avenue de la Gare;;1 (11) 500 555-0110;9/04/2008;2-5 Miles;0;215;Experto
23946;171;Kelli;Luo;2/11/1977;S;F;kelli29@adventure-works.com;30000;0;Partial College;Clerical;1;1;RŠuscherweg 6875;;1 (11) 500 555-0165;22/04/2008;2-5 Miles;0;215;Experto
23958;213;Amy;Lin;17/10/1975;S;F;amy15@adventure-works.com;30000;0;Partial College;Clerical;0;1;10, place Beaubernard;;1 (11) 500 555-0129;22/05/2008;2-5 Miles;0;214;Experto
23961;175;Karen;Huang;22/06/1975;S;F;karen15@adventure-works.com;30000;0;Partial College;Clerical;0;1;Galeriestr 6266;;1 (11) 500 555-0122;28/02/2008;2-5 Miles;0;217;Experto
24120;133;Kaitlyn;Allen;18/05/1977;S;F;kaitlyn22@adventure-works.com;30000;0;Partial College;Clerical;0;1;Dunckerstr 48523;;1 (11) 500 555-0183;26/09/2007;2-5 Miles;0;222;Experto
24137;173;Tara;Sharma;16/12/1975;S;F;tara9@adventure-works.com;30000;0;Partial College;Clerical;1;1;Kalkweg 900;;1 (11) 500 555-0156;1/12/2007;2-5 Miles;0;219;Experto
25528;121;Alexandria;Butler;5/08/1974;S;F;alexandria14@adventure-works.com;30000;0;Partial College;Clerical;0;1;Auf der Krone 992;;1 (11) 500 555-0126;15/05/2008;2-5 Miles;0;214;Experto
25667;149;Jaclyn;Gao;28/10/1977;S;F;jaclyn16@adventure-works.com;30000;0;Partial College;Clerical;0;1;Marketplatz 5492;;1 (11) 500 555-0135;30/10/2007;2-5 Miles;0;221;Experto
25679;222;Meredith;Rodriguez;21/06/1975;S;F;meredith19@adventure-works.com;30000;0;Partial College;Clerical;0;1;92, rue Henri Gagnon;;1 (11) 500 555-0130;9/03/2008;2-5 Miles;0;216;Experto
25681;155;Melinda;Serrano;2/03/1975;S;F;melinda11@adventure-works.com;30000;0;Partial College;Clerical;0;1;Wertheimer Stra§e 895;;1 (11) 500 555-0198;1/09/2007;2-5 Miles;0;222;Experto
26212;133;Summer;Martinez;7/05/1979;S;F;summer15@adventure-works.com;30000;0;Partial College;Clerical;0;1;Am Kreuz 555;;1 (11) 500 555-0169;7/04/2008;2-5 Miles;0;215;Experto
26873;165;Ann;Suri;2/05/1977;S;F;ann5@adventure-works.com;30000;0;Partial College;Clerical;1;1;Kampstr 9859;;1 (11) 500 555-0128;20/08/2007;2-5 Miles;0;223;Experto
27154;121;Holly;Arun;20/12/1974;S;F;holly8@adventure-works.com;30000;0;Partial College;Clerical;0;1;Wallstr 24;;1 (11) 500 555-0162;22/04/2008;2-5 Miles;0;215;Experto
28730;269;Nicole;Robinson;20/10/1979;S;F;nicole18@adventure-works.com;30000;0;Partial College;Clerical;0;1;9430 Thornhill Place;;1 (11) 500 555-0137;7/08/2007;2-5 Miles;0;223;Experto
11600;218;Linda;Rubio;7/04/1977;S;F;linda36@adventure-works.com;30000;0;Partial College;Clerical;0;1;2616, rue de Linois;;1 (11) 500 555-0153;7/11/2007;2-5 Miles;0;220;Experto
11614;172;Katrina;Sharma;17/08/1975;S;F;katrina8@adventure-works.com;30000;0;Partial College;Clerical;0;1;Nollendorfplatz 62;;1 (11) 500 555-0115;11/11/2006;2-5 Miles;0;232;Experto
12378;121;Brianna;Sanchez;20/08/1979;S;F;brianna25@adventure-works.com;30000;0;Partial College;Clerical;1;1;Zeiter Weg 9922;;1 (11) 500 555-0164;8/02/2007;2-5 Miles;0;229;Experto
12379;147;Bridget;Chande;19/08/1978;S;F;bridget17@adventure-works.com;30000;0;Partial College;Clerical;0;1;Lindenalle 4284;;1 (11) 500 555-0153;23/10/2007;2-5 Miles;0;221;Experto
12516;145;Shawna;Chander;27/05/1977;S;F;shawna16@adventure-works.com;30000;0;Partial College;Clerical;0;1;Buergermeister-ulrich-str 888;;1 (11) 500 555-0182;18/06/2008;2-5 Miles;0;213;Experto
13828;167;Jessie;Travers;5/07/1977;S;F;jessie31@adventure-works.com;30000;0;Partial College;Clerical;1;1;Lieblingsweg 245;;1 (11) 500 555-0179;3/05/2008;2-5 Miles;0;214;Experto
14687;196;Olivia;Price;22/02/1974;S;F;olivia47@adventure-works.com;30000;0;Partial College;Clerical;1;1;14, avenue du Port;;1 (11) 500 555-0152;11/03/2008;2-5 Miles;0;216;Experto
14692;240;Nichole;Sharma;12/03/1978;S;F;nichole9@adventure-works.com;30000;0;Partial College;Clerical;0;1;7025 Eastgate Avenue;;1 (11) 500 555-0141;14/05/2008;2-5 Miles;0;214;Experto
15608;120;Faith;James;14/05/1973;S;F;faith29@adventure-works.com;30000;0;Partial College;Clerical;0;1;Rykestr 95;;1 (11) 500 555-0118;29/02/2008;2-5 Miles;0;217;Experto
15610;273;Jessica;Gonzales;12/10/1980;S;F;jessica41@adventure-works.com;30000;0;Partial College;Clerical;0;1;8251 Vista Del Sol;;1 (11) 500 555-0117;21/03/2008;2-5 Miles;0;216;Experto
16186;222;Bethany;Raji;25/07/1974;S;F;bethany2@adventure-works.com;30000;0;Partial College;Clerical;1;1;140, quai Paul Doumer;;1 (11) 500 555-0180;31/12/2007;2-5 Miles;0;219;Experto
17080;209;Katelyn;Peterson;20/01/1973;S;F;katelyn3@adventure-works.com;30000;0;Partial College;Clerical;1;1;332, boulevard d«Albi;;1 (11) 500 555-0137;29/07/2006;2-5 Miles;0;236;Experto
17082;147;Morgan;Smith;23/05/1974;S;F;morgan23@adventure-works.com;30000;0;Partial College;Clerical;0;1;Moritzstr 32;;1 (11) 500 555-0129;19/02/2007;2-5 Miles;0;229;Experto
17083;151;Priscilla;Raje;17/08/1974;S;F;priscilla12@adventure-works.com;30000;0;Partial College;Clerical;1;1;Erlenweg 456;;1 (11) 500 555-0199;28/09/2007;2-5 Miles;0;222;Experto
17837;133;Mayra;Garcia;13/07/1977;S;F;mayra15@adventure-works.com;30000;0;Partial College;Clerical;1;1;Westheimer Stra§e 9292;;1 (11) 500 555-0126;27/01/2008;2-5 Miles;0;218;Experto
18033;161;Evelyn;Patel;20/05/1976;S;F;evelyn3@adventure-works.com;30000;0;Partial College;Clerical;0;1;Postfach 44 11 11;;1 (11) 500 555-0193;4/03/2008;2-5 Miles;0;216;Experto
20175;183;Alisha;Lu;3/04/1974;S;F;alisha11@adventure-works.com;30000;0;Partial College;Clerical;0;1;8184, rue Malar;;1 (11) 500 555-0119;10/01/2008;2-5 Miles;0;218;Experto
20937;120;Natalie;Williams;5/07/1977;S;F;natalie70@adventure-works.com;30000;0;Partial College;Clerical;1;1;Bundesallee 442;;1 (11) 500 555-0118;7/03/2008;2-5 Miles;0;216;Experto
20938;260;Carolyn;Rowe;23/08/1977;S;F;carolyn42@adventure-works.com;30000;0;Partial College;Clerical;0;1;8074 Corte Valencia;;1 (11) 500 555-0145;11/07/2008;2-5 Miles;0;212;Experto
20946;151;Abby;Chandra;27/03/1976;S;F;abby1@adventure-works.com;30000;0;Partial College;Clerical;0;1;Lindenalle 42;;1 (11) 500 555-0142;17/03/2008;2-5 Miles;0;216;Experto
21113;200;Laura;Cai;10/07/1977;S;F;laura27@adventure-works.com;30000;0;Partial College;Clerical;1;1;8, rue des Vendangeurs;;1 (11) 500 555-0163;5/07/2008;2-5 Miles;0;212;Experto
21133;218;April;Kumar;6/08/1974;S;F;april6@adventure-works.com;30000;0;Partial College;Clerical;0;1;242, rue LŽo Delibes;;1 (11) 500 555-0124;25/04/2008;2-5 Miles;0;215;Experto
21910;154;Rebekah;Perez;17/08/1974;S;F;rebekah19@adventure-works.com;30000;0;Partial College;Clerical;0;1;Hšhenstr 9415;;1 (11) 500 555-0151;16/06/2008;2-5 Miles;0;213;Experto
22534;202;Suzanne;Liang;13/02/1975;S;F;suzanne18@adventure-works.com;30000;0;Partial College;Clerical;1;1;336, quai Paul Doumer;;1 (11) 500 555-0116;21/06/2008;2-5 Miles;0;213;Experto
24128;161;Kimberly;Ramirez;9/09/1976;S;F;kimberly10@adventure-works.com;30000;0;Partial College;Clerical;0;1;Wertheimer Stra§e 266;;1 (11) 500 555-0188;25/01/2008;2-5 Miles;0;218;Experto
24136;188;Alisha;Hu;2/07/1975;S;F;alisha21@adventure-works.com;30000;0;Partial College;Clerical;0;1;69, rue Royale;;1 (11) 500 555-0175;4/10/2007;2-5 Miles;0;221;Experto
24693;208;Alexandra;Rogers;16/10/1979;S;F;alexandra8@adventure-works.com;30000;0;Partial College;Clerical;1;1;10570, rue Lamarck;;1 (11) 500 555-0143;14/10/2007;2-5 Miles;0;221;Experto
25142;197;Regina;Ray;12/11/1974;S;F;regina10@adventure-works.com;30000;0;Partial College;Clerical;1;1;Midi-Couleurs;;1 (11) 500 555-0135;6/10/2007;2-5 Miles;0;221;Experto
25668;234;Carolyn;Lopez;25/09/1977;S;F;carolyn16@adventure-works.com;30000;0;Partial College;Clerical;1;1;1555 Running Springs Rd.;;1 (11) 500 555-0135;23/02/2008;2-5 Miles;0;217;Experto
25669;277;Stacy;Ortega;27/11/1977;S;F;stacy22@adventure-works.com;30000;0;Partial College;Clerical;0;1;8915 Woodside Way;;1 (11) 500 555-0171;4/10/2007;2-5 Miles;0;221;Experto
25676;267;Mackenzie;Scott;13/08/1976;S;F;mackenzie34@adventure-works.com;30000;0;Partial College;Clerical;1;1;4965 Bishop Court;;1 (11) 500 555-0113;14/11/2007;2-5 Miles;0;220;Experto
26038;162;Nicole;Flores;24/12/1973;S;F;nicole61@adventure-works.com;30000;0;Partial College;Clerical;0;1;Dunckerstr 6844;;1 (11) 500 555-0181;1/03/2008;2-5 Miles;0;216;Experto
27832;117;Margaret;Powell;8/04/1976;S;F;margaret3@adventure-works.com;30000;0;Partial College;Clerical;0;1;Wallstr 8834;;1 (11) 500 555-0113;12/02/2008;2-5 Miles;0;217;Experto
28428;259;Ebony;Alvarez;9/06/1977;S;F;ebony27@adventure-works.com;30000;0;Partial College;Clerical;1;1;620 Woodside Ct.;;1 (11) 500 555-0136;23/05/2008;2-5 Miles;0;214;Experto
28437;259;Mary;Smith;14/05/1976;S;F;mary10@adventure-works.com;30000;0;Partial College;Clerical;1;1;4911 Peachwillow Lane;;941-555-0100;2/06/2008;2-5 Miles;0;213;Experto
28541;208;Isabella;Perez;3/04/1974;S;F;isabella42@adventure-works.com;30000;0;Partial College;Clerical;0;1;22, avenue du PrŽsident-Kennedy;;1 (11) 500 555-0123;6/08/2006;2-5 Miles;0;235;Experto
28542;225;Martha;Zhao;18/02/1974;S;F;martha10@adventure-works.com;30000;0;Partial College;Clerical;1;1;3869, rue Villedo;;1 (11) 500 555-0174;22/08/2007;2-5 Miles;0;223;Experto
11602;135;Larry;Gill;13/04/1977;S;M;larry16@adventure-works.com;30000;0;Partial College;Clerical;0;1;Am Gallberg 645;;1 (11) 500 555-0125;11/01/2008;2-5 Miles;0;218;Experto
11604;275;Edgar;Sanchez;3/06/1977;S;M;edgar21@adventure-works.com;30000;0;Partial College;Clerical;1;1;6543 Jacobsen Street;;1 (11) 500 555-0117;6/07/2006;2-5 Miles;0;236;Experto
12716;185;Dale;Shen;16/03/1974;S;M;dale2@adventure-works.com;30000;0;Partial College;Clerical;1;1;280, avenue de la Gare;;1 (11) 500 555-0124;16/08/2007;2-5 Miles;0;223;Experto
14837;144;Dennis;Li;17/07/1977;S;M;dennis4@adventure-works.com;30000;0;Partial College;Clerical;1;1;Am Karlshof 368;;1 (11) 500 555-0164;20/05/2008;2-5 Miles;0;214;Experto
14848;186;George;Louverdis;10/09/1975;S;M;george5@adventure-works.com;30000;0;Partial College;Clerical;0;1;AttachŽ de Presse;;1 (11) 500 555-0171;12/11/2006;2-5 Miles;0;232;Experto
16323;209;Dustin;Raje;5/04/1975;S;M;dustin14@adventure-works.com;30000;0;Partial College;Clerical;1;1;211bis, rue des Peupliers;;1 (11) 500 555-0180;20/02/2008;2-5 Miles;0;217;Experto
17854;147;Shannon;Gomez;22/05/1974;S;M;shannon23@adventure-works.com;30000;0;Partial College;Clerical;1;1;Am Kreuz 444;;1 (11) 500 555-0114;5/06/2008;2-5 Miles;0;213;Experto
19371;168;Roy;Mehta;7/06/1977;S;M;roy14@adventure-works.com;30000;0;Partial College;Clerical;0;1;Winter der Bšck 8559;;1 (11) 500 555-0112;3/05/2008;2-5 Miles;0;214;Experto
19377;121;Dominic;Chandra;26/02/1976;S;M;dominic3@adventure-works.com;30000;0;Partial College;Clerical;0;1;Kršnerweg 92;;1 (11) 500 555-0119;23/07/2008;2-5 Miles;0;212;Experto
19380;183;Marshall;Luo;11/07/1975;S;M;marshall27@adventure-works.com;30000;0;Partial College;Clerical;0;1;AttachŽ de Presse;;1 (11) 500 555-0125;1/03/2007;2-5 Miles;0;228;Experto
19386;183;Allen;Martinez;25/06/1974;S;M;allen16@adventure-works.com;30000;0;Partial College;Clerical;0;1;810, rue des Rosiers;;1 (11) 500 555-0110;11/03/2007;2-5 Miles;0;228;Experto
19517;222;Max;Gomez;22/09/1975;S;M;max2@adventure-works.com;30000;0;Partial College;Clerical;0;1;6, rue de Cambrai;;1 (11) 500 555-0113;17/06/2007;2-5 Miles;0;225;Experto
19518;159;Clifford;Arun;10/01/1975;S;M;clifford7@adventure-works.com;30000;0;Partial College;Clerical;0;1;Pascalstr 756;;1 (11) 500 555-0176;18/06/2006;2-5 Miles;0;237;Experto
22532;269;Ryan;Thomas;10/08/1976;S;M;ryan50@adventure-works.com;30000;0;Partial College;Clerical;0;1;5716 Weatherly Drive;;1 (11) 500 555-0197;5/06/2008;2-5 Miles;0;213;Experto
22866;160;William;Thompson;14/06/1974;S;M;william11@adventure-works.com;30000;0;Partial College;Clerical;1;1;Curieweg 577;;1 (11) 500 555-0190;26/09/2007;2-5 Miles;0;222;Experto
23443;186;Elijah;Jai;15/05/1973;S;M;elijah6@adventure-works.com;30000;0;Partial College;Clerical;1;1;54, boulevard Tremblay;;1 (11) 500 555-0181;20/04/2008;2-5 Miles;0;215;Experto
23444;207;Aidan;Washington;13/11/1973;S;M;aidan14@adventure-works.com;30000;0;Partial College;Clerical;0;1;20, rue Royale;;1 (11) 500 555-0148;8/04/2008;2-5 Miles;0;215;Experto
23445;188;Andy;Carlson;8/11/1974;S;M;andy22@adventure-works.com;30000;0;Partial College;Clerical;1;1;AttachŽ de Presse;;1 (11) 500 555-0155;16/03/2008;2-5 Miles;0;216;Experto
25144;144;Johnathan;Fernandez;14/06/1974;S;M;johnathan15@adventure-works.com;30000;0;Partial College;Clerical;1;1;Westheimer Stra§e 9601;;1 (11) 500 555-0117;20/03/2008;2-5 Miles;0;216;Experto
25680;123;Manuel;Subram;26/09/1975;S;M;manuel11@adventure-works.com;30000;0;Partial College;Clerical;0;1;Residenz Stra§e 449;;1 (11) 500 555-0120;17/12/2007;2-5 Miles;0;219;Experto
26874;118;Jorge;Zhang;19/11/1977;S;M;jorge1@adventure-works.com;30000;0;Partial College;Clerical;0;1;Hochstr 8222;;1 (11) 500 555-0198;2/11/2007;2-5 Miles;0;220;Experto
28426;246;Melvin;Xie;18/08/1977;S;M;melvin3@adventure-works.com;30000;0;Partial College;Clerical;0;1;3713 Rollingwood Dr.;;1 (11) 500 555-0149;13/04/2008;2-5 Miles;0;215;Experto
28434;144;Brian;Lauer;2/02/1976;S;M;brian10@adventure-works.com;30000;0;Partial College;Clerical;1;1;Conesweg 80;;1 (11) 500 555-0172;15/12/2007;2-5 Miles;0;219;Experto
11601;209;Ivan;Raman;21/08/1977;S;M;ivan8@adventure-works.com;30000;0;Partial College;Clerical;1;1;335, rue Basse-du-Rocher;;1 (11) 500 555-0119;22/07/2005;2-5 Miles;0;248;Experto
12373;209;Isaac;Gray;6/08/1974;S;M;isaac5@adventure-works.com;30000;0;Partial College;Clerical;0;1;558, rue Faubourg St Antoine;;1 (11) 500 555-0161;28/12/2005;2-5 Miles;0;243;Experto
12729;265;Jose;Perry;16/05/1979;S;M;jose31@adventure-works.com;30000;0;Partial College;Clerical;0;1;6416 Honey Court;;1 (11) 500 555-0115;30/11/2007;2-5 Miles;0;220;Experto
13844;151;Phillip;Mehta;10/08/1975;S;M;phillip15@adventure-works.com;30000;0;Partial College;Clerical;0;1;Postfach 77 06 06;;1 (11) 500 555-0132;27/12/2005;2-5 Miles;0;243;Experto
16190;247;Lance;Alvarez;8/01/1979;S;M;lance4@adventure-works.com;30000;0;Partial College;Clerical;0;1;5979 Leisure Lane;;1 (11) 500 555-0168;19/09/2007;2-5 Miles;0;222;Experto
16330;207;Luke;Simmons;6/07/1973;S;M;luke4@adventure-works.com;30000;0;Partial College;Clerical;1;1;783, cours Mirabeau;;1 (11) 500 555-0132;21/11/2007;2-5 Miles;0;220;Experto
16468;198;Orlando;Dominguez;18/11/1975;S;M;orlando12@adventure-works.com;30000;0;Partial College;Clerical;1;1;95, avenue de l« Union Centrale;;1 (11) 500 555-0169;11/03/2008;2-5 Miles;0;216;Experto
17847;155;Logan;Lee;25/06/1975;S;M;logan54@adventure-works.com;30000;0;Partial College;Clerical;0;1;Unter Linden 534;;1 (11) 500 555-0162;8/04/2007;2-5 Miles;0;227;Experto
17848;128;Jaime;Yuan;25/06/1975;S;M;jaime30@adventure-works.com;30000;0;Partial College;Clerical;0;1;Lindenalle 384;;1 (11) 500 555-0169;12/04/2007;2-5 Miles;0;227;Experto
18046;213;Terry;Jai;3/09/1973;S;M;terry14@adventure-works.com;30000;0;Partial College;Clerical;0;1;211, avenue Foch;;1 (11) 500 555-0121;26/03/2006;2-5 Miles;0;240;Experto
19378;262;Lucas;Davis;2/05/1976;S;M;lucas18@adventure-works.com;30000;0;Partial College;Clerical;0;1;6600 Chestnut Ave;;1 (11) 500 555-0175;25/06/2008;2-5 Miles;0;213;Experto
19389;242;Terrence;Goel;16/05/1978;S;M;terrence20@adventure-works.com;30000;0;Partial College;Clerical;0;1;6416 Honey Court;;1 (11) 500 555-0188;22/11/2007;2-5 Miles;0;220;Experto
21115;119;Bobby;Raman;1/07/1977;S;M;bobby8@adventure-works.com;30000;0;Partial College;Clerical;1;1;Galeriestr 2892;;1 (11) 500 555-0111;23/10/2007;2-5 Miles;0;221;Experto
21125;216;Bruce;Rana;1/12/1975;S;M;bruce10@adventure-works.com;30000;0;Partial College;Clerical;1;1;16, rue de l«Avenir;;1 (11) 500 555-0156;4/03/2008;2-5 Miles;0;216;Experto
21129;149;Rafael;Wang;17/03/1975;S;M;rafael1@adventure-works.com;30000;0;Partial College;Clerical;1;1;Rykestr 9582;;1 (11) 500 555-0117;20/06/2008;2-5 Miles;0;213;Experto
24119;206;Emmanuel;Kapoor;12/03/1977;S;M;emmanuel1@adventure-works.com;30000;0;Partial College;Clerical;0;1;70, allŽe des Princes;;1 (11) 500 555-0118;15/03/2008;2-5 Miles;0;216;Experto
24135;217;Martin;Martinez;2/09/1975;S;M;martin22@adventure-works.com;30000;0;Partial College;Clerical;0;1;34, place de Brazaville;;1 (11) 500 555-0180;29/09/2007;2-5 Miles;0;222;Experto
25145;171;Clayton;Yang;25/08/1974;S;M;clayton5@adventure-works.com;30000;0;Partial College;Clerical;1;1;Waldstr 4326;;1 (11) 500 555-0119;23/12/2007;2-5 Miles;0;219;Experto
25297;173;Devon;Shan;19/03/1974;S;M;devon8@adventure-works.com;30000;0;Partial College;Clerical;1;1;Hšhenstr 7477;;1 (11) 500 555-0113;28/05/2008;2-5 Miles;0;214;Experto
25509;162;Lucas;Hayes;23/08/1977;S;M;lucas70@adventure-works.com;30000;0;Partial College;Clerical;0;1;Auf den Kuhlen Stra§e 4662;;1 (11) 500 555-0161;30/04/2008;2-5 Miles;0;215;Experto
26875;134;Bobby;Perez;9/03/1977;S;M;bobby13@adventure-works.com;30000;0;Partial College;Clerical;0;1;Heidestieg Stra§e 8224;;1 (11) 500 555-0117;18/05/2008;2-5 Miles;0;214;Experto
27829;199;Jorge;Wang;27/09/1977;S;M;jorge2@adventure-works.com;30000;0;Partial College;Clerical;0;1;55, quai de l« Iton;;1 (11) 500 555-0156;5/06/2008;2-5 Miles;0;213;Experto
28423;129;Victor;Ortega;22/11/1977;S;M;victor22@adventure-works.com;30000;0;Partial College;Clerical;0;1;Charlottenstr 39818;;1 (11) 500 555-0189;18/09/2007;2-5 Miles;0;222;Experto
